Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist,SoTA,Saves,PSxG,Cmp,Att,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,PrgC,Carries_Att_3rd,Mis,Dis,CrdY,CrdR,Fls,Fld,Off,Recov,Aerials_Won,Aerials_Lost
2023-08-19,20:45,Serie A,Matchweek 1,Sat,Home,W,2,0,Monza,2.7,0.8,47.0,72509.0,Lautaro Martínez,3-5-2,3-5-2,Andrea Colombo,Match Report,,internazionale,2023-2024,22.0,3.0,17.2,2.0,2.0,0.2,448.0,509.0,7722.0,2716.0,2,2.4,1.9,3.0,46.0,19.0,41.0,14.0,21.0,8.0,40.0,4.0,17.0,13.0,12.0,4.0,1.0,11.0,9.0,14.0,0.0,604.0,58.0,151.0,266.0,195.0,35.0,23.0,12.0,5.0,5.0,1,0,8.0,13.0,1.0,40.0,9.0,6.0
2023-08-28,20:45,Serie A,Matchweek 2,Mon,Away,W,2,0,Cagliari,0.9,0.6,67.0,16412.0,Lautaro Martínez,3-5-2,4-2-3-1,Michael Fabbri,Match Report,,internazionale,2023-2024,17.0,3.0,15.9,2.0,2.0,0.9,616.0,730.0,10857.0,3487.0,2,0.6,1.3,5.0,64.0,10.0,49.0,7.0,28.0,7.0,29.0,3.0,25.0,16.0,12.0,8.0,5.0,12.0,2.0,20.0,0.0,845.0,62.0,257.0,389.0,205.0,40.0,26.0,26.0,13.0,6.0,1,0,10.0,9.0,2.0,63.0,16.0,11.0
2023-09-03,18:30,Serie A,Matchweek 3,Sun,Home,W,4,0,Fiorentina,3.7,0.4,40.0,72739.0,Lautaro Martínez,3-5-2,4-2-3-1,Matteo Marchetti,Match Report,,internazionale,2023-2024,20.0,10.0,14.5,2.0,2.0,0.1,303.0,371.0,5579.0,2089.0,3,2.5,2.2,4.0,36.0,15.0,19.0,8.0,9.0,1.0,39.0,8.0,19.0,9.0,10.0,7.0,2.0,10.0,9.0,12.0,0.0,468.0,52.0,149.0,223.0,102.0,25.0,13.0,7.0,12.0,2.0,1,0,13.0,11.0,0.0,53.0,11.0,7.0
2023-09-16,18:00,Serie A,Matchweek 4,Sat,Home,W,5,1,Milan,2.6,1.1,41.0,75571.0,Lautaro Martínez,3-5-2,4-3-3,Simone Sozza,Match Report,,internazionale,2023-2024,13.0,6.0,15.2,2.0,1.0,0.4,305.0,377.0,5601.0,2314.0,4,1.7,1.3,3.0,27.0,10.0,24.0,7.0,12.0,5.0,25.0,8.0,12.0,7.0,4.0,8.0,0.0,7.0,5.0,10.0,0.0,464.0,67.0,172.0,190.0,105.0,20.0,12.0,9.0,10.0,4.0,2,0,16.0,12.0,2.0,31.0,8.0,6.0
2023-09-24,12:30,Serie A,Matchweek 5,Sun,Away,W,1,0,Empoli,1.6,0.3,61.0,15651.0,Lautaro Martínez,3-5-2,4-3-2-1,Matteo Marcenaro,Match Report,,internazionale,2023-2024,23.0,5.0,16.8,1.0,1.0,0.4,517.0,621.0,8961.0,3123.0,0,1.5,1.6,6.0,40.0,20.0,28.0,9.0,31.0,6.0,41.0,1.0,14.0,8.0,4.0,9.0,1.0,12.0,11.0,5.0,0.0,707.0,53.0,212.0,273.0,225.0,36.0,24.0,23.0,7.0,7.0,2,0,11.0,14.0,1.0,49.0,14.0,4.0
2023-09-27,20:45,Serie A,Matchweek 6,Wed,Home,L,1,2,Sassuolo,0.9,1.0,63.0,70864.0,Lautaro Martínez,3-5-2,4-2-3-1,Luca Massimi,Match Report,,internazionale,2023-2024,13.0,3.0,15.2,6.0,4.0,0.9,529.0,640.0,9387.0,3370.0,1,0.8,1.1,4.0,51.0,10.0,47.0,5.0,32.0,8.0,24.0,2.0,15.0,8.0,8.0,7.0,0.0,4.0,13.0,7.0,1.0,725.0,52.0,215.0,327.0,186.0,35.0,23.0,13.0,16.0,5.0,0,0,10.0,8.0,3.0,42.0,19.0,12.0
2023-09-30,20:45,Serie A,Matchweek 7,Sat,Away,W,4,0,Salernitana,2.3,0.6,64.0,28085.0,Nicolò Barella,3-5-2,3-4-3,Rosario Abisso,Match Report,,internazionale,2023-2024,15.0,5.0,16.8,3.0,3.0,0.2,534.0,628.0,9000.0,3159.0,3,1.4,2.0,4.0,44.0,12.0,24.0,2.0,21.0,3.0,29.0,8.0,12.0,6.0,6.0,5.0,1.0,14.0,8.0,11.0,0.0,735.0,64.0,226.0,360.0,154.0,44.0,22.0,14.0,18.0,5.0,1,0,10.0,12.0,1.0,46.0,31.0,11.0
2023-10-07,15:00,Serie A,Matchweek 8,Sat,Home,D,2,2,Bologna,0.7,1.3,63.0,74072.0,Lautaro Martínez,3-5-2,4-2-3-1,Marco Guida,Match Report,,internazionale,2023-2024,14.0,5.0,18.3,3.0,1.0,1.5,552.0,661.0,8510.0,2753.0,2,0.5,0.8,4.0,40.0,8.0,34.0,3.0,31.0,7.0,21.0,4.0,13.0,5.0,3.0,8.0,2.0,10.0,12.0,10.0,0.0,760.0,41.0,188.0,376.0,198.0,29.0,23.0,13.0,11.0,9.0,2,0,11.0,9.0,2.0,55.0,20.0,14.0
2023-10-21,18:00,Serie A,Matchweek 9,Sat,Away,W,3,0,Torino,2.5,0.4,53.0,26193.0,Lautaro Martínez,3-5-2,3-4-3,Matteo Marchetti,Match Report,,internazionale,2023-2024,13.0,3.0,17.1,3.0,3.0,0.7,410.0,492.0,6868.0,2491.0,2,1.7,1.0,2.0,27.0,11.0,20.0,1.0,11.0,4.0,25.0,6.0,13.0,8.0,3.0,10.0,0.0,7.0,6.0,20.0,0.0,589.0,84.0,226.0,251.0,116.0,26.0,17.0,17.0,16.0,7.0,2,0,8.0,12.0,0.0,39.0,19.0,8.0
2023-10-29,18:00,Serie A,Matchweek 10,Sun,Home,W,1,0,Roma,2.2,0.1,63.0,75573.0,Lautaro Martínez,3-5-2,3-5-2,Fabio Maresca,Match Report,,internazionale,2023-2024,19.0,3.0,16.0,1.0,1.0,0.4,533.0,633.0,9200.0,2748.0,1,1.9,1.8,7.0,58.0,13.0,55.0,3.0,35.0,8.0,33.0,2.0,17.0,11.0,4.0,9.0,4.0,6.0,7.0,8.0,0.0,718.0,28.0,142.0,315.0,265.0,30.0,27.0,24.0,10.0,7.0,3,0,14.0,9.0,1.0,52.0,12.0,15.0
2023-11-04,18:00,Serie A,Matchweek 11,Sat,Away,W,2,1,Atalanta,1.3,1.0,46.0,14945.0,Lautaro Martínez,3-5-2,3-4-1-2,Simone Sozza,Match Report,,internazionale,2023-2024,9.0,3.0,23.0,4.0,3.0,0.6,380.0,482.0,6842.0,2590.0,1,0.5,0.3,2.0,26.0,6.0,31.0,1.0,14.0,1.0,15.0,4.0,21.0,14.0,11.0,8.0,2.0,8.0,10.0,24.0,1.0,603.0,72.0,231.0,275.0,102.0,14.0,17.0,6.0,21.0,9.0,1,0,9.0,12.0,2.0,51.0,16.0,18.0
2023-11-12,20:45,Serie A,Matchweek 12,Sun,Home,W,2,0,Frosinone,3.1,0.7,47.0,70816.0,Lautaro Martínez,3-5-2,3-4-3,Federico Dionisi,Match Report,,internazionale,2023-2024,20.0,5.0,19.6,3.0,3.0,0.2,434.0,521.0,7468.0,2729.0,1,2.0,1.6,3.0,38.0,16.0,25.0,4.0,18.0,9.0,34.0,3.0,20.0,15.0,13.0,7.0,0.0,14.0,9.0,19.0,0.0,637.0,67.0,244.0,258.0,143.0,33.0,23.0,20.0,17.0,5.0,0,0,7.0,15.0,0.0,57.0,11.0,7.0
