Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Samir Handanović,si SVN,GK,36.0,37,37,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internazionale,2020-2021
Alessandro Bastoni,it ITA,DF,21.0,33,33,2922.0,32.5,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.4,70.0,146.0,60.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.08,0.03,0.08,Matches,internazionale,2020-2021
Nicolò Barella,it ITA,MF,23.0,36,32,2896.0,32.2,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,2.4,2.4,5.7,8.1,99.0,261.0,149.0,0.09,0.22,0.31,0.09,0.31,0.07,0.18,0.25,0.07,0.25,Matches,internazionale,2020-2021
Romelu Lukaku,be BEL,FW,27.0,36,32,2884.0,32.0,24.0,11.0,35.0,18.0,6.0,6.0,4.0,0.0,23.0,18.2,7.0,25.3,77.0,82.0,295.0,0.75,0.34,1.09,0.56,0.9,0.72,0.22,0.94,0.57,0.79,Matches,internazionale,2020-2021
Milan Škriniar,sk SVK,DF,25.0,32,31,2777.0,30.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,0.5,2.8,46.0,143.0,42.0,0.1,0.0,0.1,0.1,0.1,0.07,0.02,0.09,0.07,0.09,Matches,internazionale,2020-2021
Stefan de Vrij,nl NED,DF,28.0,32,30,2734.0,30.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.5,1.7,19.0,94.0,2.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches,internazionale,2020-2021
Lautaro Martínez,ar ARG,FW,22.0,38,30,2561.0,28.5,17.0,6.0,23.0,15.0,2.0,2.0,5.0,0.0,15.2,13.6,5.7,19.3,48.0,61.0,187.0,0.6,0.21,0.81,0.53,0.74,0.53,0.2,0.73,0.48,0.68,Matches,internazionale,2020-2021
Achraf Hakimi,ma MAR,DF,21.0,37,29,2665.0,29.6,7.0,8.0,15.0,7.0,0.0,0.0,6.0,0.0,4.7,4.7,6.2,10.9,113.0,98.0,309.0,0.24,0.27,0.51,0.24,0.51,0.16,0.21,0.37,0.16,0.37,Matches,internazionale,2020-2021
Marcelo Brozović,hr CRO,MF,27.0,33,29,2581.0,28.7,2.0,6.0,8.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,4.4,5.4,35.0,240.0,32.0,0.07,0.21,0.28,0.07,0.28,0.04,0.15,0.19,0.04,0.19,Matches,internazionale,2020-2021
Ivan Perišić,hr CRO,"DF,FW",31.0,32,20,1795.0,19.9,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,5.2,5.2,4.5,9.7,69.0,51.0,124.0,0.2,0.15,0.35,0.2,0.35,0.26,0.23,0.49,0.26,0.49,Matches,internazionale,2020-2021
Christian Eriksen,dk DEN,MF,28.0,26,17,1385.0,15.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,2.8,4.2,28.0,86.0,49.0,0.19,0.0,0.19,0.19,0.19,0.09,0.18,0.27,0.09,0.27,Matches,internazionale,2020-2021
Ashley Young,eng ENG,DF,35.0,26,16,1425.0,15.8,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.3,1.2,2.2,3.4,31.0,42.0,100.0,0.06,0.25,0.32,0.06,0.32,0.08,0.14,0.22,0.07,0.22,Matches,internazionale,2020-2021
Roberto Gagliardini,it ITA,MF,26.0,28,14,1232.0,13.7,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.2,1.2,1.3,2.6,27.0,54.0,41.0,0.22,0.15,0.37,0.22,0.37,0.09,0.1,0.19,0.09,0.19,Matches,internazionale,2020-2021
Matteo Darmian,it ITA,DF,30.0,26,14,1160.0,12.9,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,1.5,1.5,0.9,2.4,19.0,25.0,79.0,0.23,0.23,0.47,0.23,0.47,0.12,0.07,0.19,0.12,0.19,Matches,internazionale,2020-2021
Arturo Vidal,cl CHI,MF,33.0,23,14,1138.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.4,2.4,1.1,3.6,18.0,94.0,39.0,0.08,0.08,0.16,0.08,0.16,0.19,0.09,0.28,0.19,0.28,Matches,internazionale,2020-2021
Alexis Sánchez,cl CHI,FW,31.0,30,12,1146.0,12.7,7.0,5.0,12.0,7.0,0.0,1.0,0.0,0.0,6.4,5.6,5.3,10.9,28.0,62.0,89.0,0.55,0.39,0.94,0.55,0.94,0.5,0.41,0.92,0.44,0.86,Matches,internazionale,2020-2021
Andrea Ranocchia,it ITA,DF,32.0,8,8,703.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.5,2.1,4.0,17.0,0.0,0.0,0.13,0.13,0.0,0.13,0.2,0.07,0.27,0.2,0.27,Matches,internazionale,2020-2021
Danilo D'Ambrosio,it ITA,DF,31.0,19,7,699.0,7.8,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.3,1.3,0.2,1.5,5.0,35.0,20.0,0.39,0.0,0.39,0.39,0.39,0.16,0.03,0.19,0.16,0.19,Matches,internazionale,2020-2021
Stefano Sensi,it ITA,MF,24.0,18,4,603.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,1.1,0.9,2.0,12.0,58.0,40.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,Matches,internazionale,2020-2021
Aleksandar Kolarov,rs SRB,DF,34.0,7,4,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.3,14.0,41.0,9.0,0.0,0.23,0.23,0.0,0.23,0.03,0.26,0.29,0.03,0.29,Matches,internazionale,2020-2021
Matías Vecino,uy URU,MF,28.0,8,3,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,3.0,11.0,6.0,0.32,0.32,0.64,0.32,0.64,0.25,0.19,0.45,0.25,0.45,Matches,internazionale,2020-2021
