Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Lautaro Martínez,ar ARG,FW,27-210,27,27,2257.0,25.1,11.0,3.0,14.0,11.0,0.0,0.0,0.0,0.0,11.3,11.3,4.0,15.3,30.0,61.0,167.0,0.44,0.12,0.56,0.44,0.56,0.45,0.16,0.61,0.45,0.61,Matches,internazionale,2024-2025
Alessandro Bastoni,it ITA,DF,25-341,28,27,2102.0,23.4,1.0,4.0,5.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,2.2,2.9,58.0,147.0,74.0,0.04,0.17,0.21,0.04,0.21,0.03,0.09,0.12,0.03,0.12,Matches,internazionale,2024-2025
Yann Sommer,ch SUI,GK,36-093,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internazionale,2024-2025
Henrikh Mkhitaryan,am ARM,MF,36-058,27,26,2040.0,22.7,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.7,3.1,58.0,165.0,82.0,0.04,0.13,0.18,0.04,0.18,0.06,0.08,0.14,0.06,0.14,Matches,internazionale,2024-2025
Nicolò Barella,it ITA,MF,28-041,26,25,2019.0,22.4,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,4.1,6.2,54.0,187.0,111.0,0.13,0.27,0.4,0.13,0.4,0.09,0.18,0.27,0.09,0.27,Matches,internazionale,2024-2025
Marcus Thuram,fr FRA,FW,27-226,28,24,1996.0,22.2,13.0,4.0,17.0,13.0,0.0,0.0,1.0,0.0,9.2,9.2,3.4,12.7,53.0,48.0,155.0,0.59,0.18,0.77,0.59,0.77,0.42,0.15,0.57,0.42,0.57,Matches,internazionale,2024-2025
Federico Dimarco,it ITA,"DF,FW",27-130,24,23,1679.0,18.7,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,2.7,2.7,4.4,7.1,32.0,67.0,192.0,0.21,0.21,0.43,0.21,0.43,0.14,0.23,0.37,0.14,0.37,Matches,internazionale,2024-2025
Denzel Dumfries,nl NED,"DF,FW",28-336,25,19,1761.0,19.6,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,5.1,5.1,2.6,7.7,45.0,45.0,155.0,0.31,0.1,0.41,0.31,0.41,0.26,0.13,0.39,0.26,0.39,Matches,internazionale,2024-2025
Hakan Çalhanoğlu,tr TUR,MF,31-040,21,19,1380.0,15.3,5.0,4.0,9.0,2.0,3.0,4.0,3.0,0.0,3.9,0.8,4.4,5.2,41.0,129.0,34.0,0.33,0.26,0.59,0.13,0.39,0.26,0.29,0.54,0.05,0.34,Matches,internazionale,2024-2025
Benjamin Pavard,fr FRA,DF,28-357,20,15,1390.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.8,1.3,13.0,89.0,24.0,0.0,0.06,0.06,0.0,0.06,0.03,0.05,0.09,0.03,0.09,Matches,internazionale,2024-2025
