Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Mike Maignan,fr FRA,GK,26.0,32,32,2880.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,milan,2021-2022
Rafael Leão,pt POR,FW,22.0,34,31,2605.0,28.9,11.0,10.0,21.0,11.0,0.0,0.0,4.0,0.0,8.8,8.8,6.8,15.5,161.0,101.0,218.0,0.38,0.35,0.73,0.38,0.73,0.3,0.23,0.54,0.3,0.54,Matches,milan,2021-2022
Sandro Tonali,it ITA,MF,21.0,36,31,2600.0,28.9,5.0,2.0,7.0,5.0,0.0,0.0,9.0,0.0,4.1,4.1,4.0,8.1,51.0,141.0,46.0,0.17,0.07,0.24,0.17,0.24,0.14,0.14,0.28,0.14,0.28,Matches,milan,2021-2022
Fikayo Tomori,eng ENG,DF,23.0,31,30,2718.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.1,1.2,14.0,82.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,milan,2021-2022
Theo Hernández,fr FRA,DF,23.0,32,30,2711.0,30.1,5.0,5.0,10.0,4.0,1.0,2.0,7.0,2.0,3.7,2.8,5.8,8.6,120.0,116.0,140.0,0.17,0.17,0.33,0.13,0.3,0.12,0.19,0.32,0.09,0.29,Matches,milan,2021-2022
Franck Kessié,ci CIV,MF,24.0,31,25,2308.0,25.6,6.0,0.0,6.0,4.0,2.0,3.0,2.0,0.0,4.4,2.0,1.7,3.7,36.0,130.0,61.0,0.23,0.0,0.23,0.16,0.16,0.17,0.06,0.24,0.08,0.14,Matches,milan,2021-2022
Brahim Díaz,ma MAR,MF,21.0,31,25,1855.0,20.6,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,4.1,4.1,2.3,6.4,59.0,88.0,104.0,0.15,0.15,0.29,0.15,0.29,0.2,0.11,0.31,0.2,0.31,Matches,milan,2021-2022
Davide Calabria,it ITA,DF,24.0,26,24,2119.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.8,3.8,1.8,5.6,36.0,113.0,74.0,0.08,0.08,0.17,0.08,0.17,0.16,0.08,0.24,0.16,0.24,Matches,milan,2021-2022
Olivier Giroud,fr FRA,FW,34.0,29,22,1892.0,21.0,11.0,3.0,14.0,9.0,2.0,2.0,4.0,0.0,9.8,8.3,2.3,10.6,8.0,23.0,102.0,0.52,0.14,0.67,0.43,0.57,0.47,0.11,0.58,0.39,0.5,Matches,milan,2021-2022
Alexis Saelemaekers,be BEL,FW,22.0,36,22,1865.0,20.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.9,2.9,3.3,6.1,63.0,54.0,161.0,0.05,0.14,0.19,0.05,0.19,0.14,0.16,0.3,0.14,0.3,Matches,milan,2021-2022
Pierre Kalulu,fr FRA,DF,21.0,28,21,1944.0,21.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,1.0,21.0,78.0,35.0,0.05,0.09,0.14,0.05,0.14,0.02,0.03,0.05,0.02,0.05,Matches,milan,2021-2022
Alessio Romagnoli,it ITA,DF,26.0,19,16,1409.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,0.1,0.7,6.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.04,0.04,0.04,Matches,milan,2021-2022
Ismaël Bennacer,dz ALG,MF,23.0,31,15,1525.0,16.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,1.4,2.1,28.0,140.0,34.0,0.12,0.06,0.18,0.12,0.18,0.04,0.08,0.12,0.04,0.12,Matches,milan,2021-2022
Rade Krunić,ba BIH,"MF,FW",27.0,28,15,1416.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.7,2.4,20.0,48.0,54.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.15,0.05,0.15,Matches,milan,2021-2022
Junior Messias,br BRA,"FW,MF",30.0,26,14,1428.0,15.9,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,3.5,3.5,1.8,5.3,63.0,45.0,124.0,0.32,0.13,0.44,0.32,0.44,0.22,0.11,0.33,0.22,0.33,Matches,milan,2021-2022
Alessandro Florenzi,it ITA,"DF,FW",30.0,24,12,1152.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.9,1.6,30.0,68.0,51.0,0.16,0.0,0.16,0.16,0.16,0.06,0.07,0.13,0.06,0.13,Matches,milan,2021-2022
Zlatan Ibrahimović,se SWE,FW,39.0,23,11,1016.0,11.3,8.0,2.0,10.0,8.0,0.0,1.0,2.0,0.0,7.2,6.4,2.1,8.5,13.0,50.0,99.0,0.71,0.18,0.89,0.71,0.89,0.64,0.18,0.82,0.57,0.75,Matches,milan,2021-2022
Simon Kjær,dk DEN,DF,32.0,11,10,802.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,milan,2021-2022
Ante Rebić,hr CRO,FW,27.0,24,6,891.0,9.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,4.8,7.2,36.0,38.0,80.0,0.2,0.2,0.4,0.2,0.4,0.24,0.48,0.73,0.24,0.73,Matches,milan,2021-2022
Ciprian Tătărușanu,ro ROU,GK,35.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2021-2022
Matteo Gabbia,it ITA,DF,21.0,8,6,537.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.1,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,milan,2021-2022
Tiemoué Bakayoko,fr FRA,MF,26.0,14,5,501.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,3.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,milan,2021-2022
Fodé Ballo-Touré,sn SEN,DF,24.0,10,5,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,17.0,20.0,48.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,milan,2021-2022
Daniel Maldini,it ITA,MF,19.0,8,2,148.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,7.0,3.0,8.0,0.61,0.0,0.61,0.61,0.61,0.26,0.04,0.3,0.26,0.3,Matches,milan,2021-2022
Pietro Pellegri,it ITA,FW,20.0,6,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.26,0.1,0.26,Matches,milan,2021-2022
Samu Castillejo,es ESP,"FW,MF",26.0,5,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.18,0.07,0.18,Matches,milan,2021-2022
Andrea Conti,it ITA,DF,27.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2021-2022
Luca Stanga,it ITA,DF,19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,milan,2021-2022
Sebastiano Desplanches,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Enrico Di Gesù,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Andreas Jungdal,dk DEN,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Marko Lazetić,rs SRB,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Antonio Mirante,it ITA,GK,38.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Lapo Nava,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Alessandro Plizzari,it ITA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Tommaso Pobega,it ITA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,milan,2021-2022
Squad Total,,,25.6,38,418,3420.0,38.0,66.0,39.0,105.0,61.0,5.0,8.0,76.0,3.0,59.7,54.1,42.8,96.9,806.0,1486.0,1468.0,1.74,1.03,2.76,1.61,2.63,1.57,1.13,2.7,1.42,2.55,,milan,2021-2022
Opponent Total,,,27.0,38,418,3420.0,38.0,29.0,19.0,48.0,25.0,4.0,5.0,91.0,6.0,35.9,32.1,25.7,57.8,542.0,1298.0,1288.0,0.76,0.5,1.26,0.66,1.16,0.95,0.68,1.62,0.84,1.52,,milan,2021-2022
Samir Handanović,si SVN,GK,37.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internazionale,2021-2022
Nicolò Barella,it ITA,MF,24.0,36,36,2913.0,32.4,3.0,11.0,14.0,3.0,0.0,0.0,9.0,0.0,4.7,4.7,8.9,13.6,114.0,231.0,204.0,0.09,0.34,0.43,0.09,0.43,0.14,0.27,0.42,0.14,0.42,Matches,internazionale,2021-2022
Milan Škriniar,sk SVK,DF,26.0,35,35,3150.0,35.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.2,3.2,0.5,3.7,34.0,100.0,31.0,0.09,0.0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11,Matches,internazionale,2021-2022
Marcelo Brozović,hr CRO,MF,28.0,35,35,2937.0,32.6,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.9,3.1,51.0,263.0,36.0,0.06,0.03,0.09,0.06,0.09,0.04,0.06,0.1,0.04,0.1,Matches,internazionale,2021-2022
Ivan Perišić,hr CRO,DF,32.0,35,35,2821.0,31.3,8.0,6.0,14.0,7.0,1.0,1.0,4.0,0.0,4.3,3.5,7.7,11.2,135.0,126.0,242.0,0.26,0.19,0.45,0.22,0.41,0.14,0.25,0.38,0.11,0.36,Matches,internazionale,2021-2022
Hakan Çalhanoğlu,tr TUR,MF,27.0,34,33,2480.0,27.6,7.0,12.0,19.0,4.0,3.0,3.0,11.0,0.0,5.9,3.5,8.7,12.2,75.0,184.0,126.0,0.25,0.44,0.69,0.15,0.58,0.22,0.32,0.53,0.13,0.44,Matches,internazionale,2021-2022
