Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist,SoTA,Saves,PSxG,Cmp,Att,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,PrgC,Carries_Att_3rd,Mis,Dis,CrdY,CrdR,Fls,Fld,Off,Recov,Aerials_Won,Aerials_Lost
2021-08-23,20:45,Serie A,Matchweek 1,Mon,Away,W,1,0,Sampdoria,0.9,1.1,50.0,5000.0,Davide Calabria,4-2-3-1,4-4-2,Marco Guida,Match Report,,milan,2021-2022,11.0,4.0,19.7,3.0,3.0,0.7,344.0,443.0,5940.0,2436.0,1,0.6,0.6,0.0,27.0,7.0,22.0,1.0,14.0,3.0,19.0,2.0,16.0,12.0,3.0,8.0,5.0,13.0,9.0,16.0,1.0,564.0,77.0,197.0,241.0,130.0,15.0,22.0,10.0,20.0,7.0,1,0,15.0,16.0,3.0,62.0,16.0,18.0
2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,W,4,1,Cagliari,2.7,0.6,57.0,31946.0,Davide Calabria,4-2-3-1,3-5-2,Marco Serra,Match Report,,milan,2021-2022,17.0,4.0,19.0,2.0,1.0,0.6,489.0,558.0,8769.0,2763.0,1,1.7,1.4,4.0,37.0,12.0,23.0,4.0,22.0,8.0,32.0,7.0,6.0,4.0,5.0,1.0,0.0,7.0,6.0,10.0,0.0,646.0,58.0,159.0,334.0,160.0,33.0,21.0,13.0,16.0,5.0,1,0,13.0,10.0,1.0,45.0,11.0,14.0
2021-09-12,18:00,Serie A,Matchweek 3,Sun,Home,W,2,0,Lazio,2.9,0.3,47.0,36207.0,Alessio Romagnoli,4-2-3-1,4-3-3,Daniele Chiffi,Match Report,,milan,2021-2022,18.0,3.0,20.0,5.0,5.0,0.4,418.0,502.0,7581.0,2506.0,2,2.0,1.2,2.0,46.0,13.0,31.0,5.0,18.0,5.0,33.0,4.0,15.0,10.0,6.0,7.0,2.0,8.0,17.0,12.0,0.0,611.0,41.0,177.0,296.0,149.0,23.0,14.0,11.0,13.0,14.0,1,0,10.0,18.0,4.0,54.0,8.0,15.0
2021-09-19,20:45,Serie A,Matchweek 4,Sun,Away,D,1,1,Juventus,0.8,1.3,56.0,18785.0,Alessio Romagnoli,4-2-3-1,4-4-2,Daniele Doveri,Match Report,,milan,2021-2022,13.0,3.0,23.0,4.0,3.0,1.4,462.0,529.0,8337.0,2497.0,1,0.7,0.6,4.0,49.0,9.0,43.0,7.0,23.0,4.0,20.0,1.0,14.0,10.0,5.0,8.0,1.0,3.0,9.0,8.0,0.0,634.0,35.0,132.0,325.0,184.0,15.0,23.0,17.0,18.0,7.0,1,0,16.0,11.0,0.0,42.0,11.0,5.0
2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,W,2,0,Venezia,1.6,0.8,66.0,26185.0,Alessio Romagnoli,4-2-3-1,4-3-3,Ivan Pezzuto,Match Report,,milan,2021-2022,14.0,4.0,17.6,2.0,2.0,0.2,586.0,676.0,10551.0,2964.0,2,1.5,1.6,5.0,53.0,12.0,45.0,2.0,18.0,4.0,27.0,4.0,22.0,14.0,7.0,10.0,5.0,11.0,9.0,7.0,0.0,794.0,44.0,175.0,434.0,201.0,40.0,32.0,23.0,13.0,5.0,0,0,12.0,13.0,1.0,54.0,11.0,15.0
2021-09-25,15:00,Serie A,Matchweek 6,Sat,Away,W,2,1,Spezia,1.3,1.1,63.0,3618.0,Alessio Romagnoli,4-2-3-1,4-1-4-1,Gianluca Manganiello,Match Report,,milan,2021-2022,18.0,5.0,18.0,2.0,1.0,0.1,455.0,553.0,8444.0,3145.0,2,1.3,1.7,4.0,40.0,14.0,36.0,1.0,15.0,4.0,33.0,4.0,20.0,11.0,7.0,10.0,3.0,10.0,4.0,12.0,0.0,656.0,51.0,194.0,301.0,167.0,31.0,23.0,12.0,14.0,5.0,2,0,12.0,12.0,3.0,58.0,10.0,11.0
2021-10-03,20:45,Serie A,Matchweek 7,Sun,Away,W,3,2,Atalanta,2.7,2.1,44.0,9363.0,Davide Calabria,4-2-3-1,3-4-1-2,Marco Di Bello,Match Report,,milan,2021-2022,13.0,7.0,17.3,5.0,3.0,2.5,303.0,404.0,5298.0,2297.0,1,1.5,1.0,1.0,28.0,10.0,25.0,1.0,10.0,5.0,20.0,3.0,16.0,8.0,9.0,5.0,2.0,18.0,9.0,21.0,0.0,536.0,65.0,177.0,233.0,130.0,19.0,22.0,9.0,16.0,10.0,4,0,15.0,13.0,0.0,58.0,8.0,10.0
2021-10-16,20:45,Serie A,Matchweek 8,Sat,Home,W,3,2,Hellas Verona,1.7,1.6,54.0,40128.0,Alessio Romagnoli,4-2-3-1,3-4-3,Alessandro Prontera,Match Report,,milan,2021-2022,16.0,3.0,20.9,5.0,3.0,2.0,342.0,450.0,6090.0,2640.0,1,0.8,1.2,6.0,44.0,14.0,31.0,2.0,22.0,5.0,31.0,4.0,27.0,14.0,12.0,15.0,0.0,12.0,9.0,11.0,0.0,576.0,52.0,179.0,252.0,150.0,26.0,23.0,15.0,20.0,11.0,1,0,11.0,20.0,0.0,57.0,17.0,18.0
2021-10-23,20:45,Serie A,Matchweek 9,Sat,Away,W,4,2,Bologna,1.0,0.9,63.0,22167.0,Davide Calabria,4-2-3-1,3-4-3,Paolo Valeri,Match Report,,milan,2021-2022,15.0,7.0,18.6,4.0,3.0,0.9,558.0,637.0,9703.0,2987.0,2,0.6,1.0,4.0,64.0,9.0,50.0,2.0,16.0,1.0,29.0,7.0,15.0,10.0,3.0,8.0,4.0,10.0,9.0,8.0,0.0,731.0,33.0,121.0,394.0,223.0,22.0,23.0,22.0,11.0,10.0,3,0,15.0,7.0,2.0,48.0,10.0,10.0
2021-10-26,20:45,Serie A,Matchweek 10,Tue,Home,W,1,0,Torino,0.9,0.6,45.0,35929.0,Alessio Romagnoli,4-2-3-1,3-4-3,Gianluca Aureliano,Match Report,,milan,2021-2022,10.0,2.0,21.2,2.0,2.0,0.5,310.0,419.0,5656.0,2480.0,1,0.9,0.4,1.0,17.0,8.0,22.0,5.0,16.0,2.0,16.0,1.0,16.0,11.0,7.0,5.0,4.0,12.0,15.0,15.0,0.0,536.0,59.0,196.0,246.0,102.0,10.0,15.0,15.0,21.0,12.0,3,0,14.0,21.0,0.0,60.0,23.0,26.0
2021-10-31,20:45,Serie A,Matchweek 11,Sun,Away,W,2,1,Roma,1.8,1.3,50.0,51001.0,Davide Calabria,4-2-3-1,4-2-3-1,Fabio Maresca,Match Report,,milan,2021-2022,7.0,2.0,19.9,6.0,5.0,1.5,351.0,425.0,6854.0,2539.0,0,0.8,0.7,1.0,27.0,4.0,14.0,4.0,9.0,2.0,15.0,4.0,16.0,13.0,11.0,3.0,2.0,11.0,6.0,23.0,0.0,529.0,87.0,199.0,251.0,82.0,11.0,6.0,5.0,15.0,11.0,7,1,13.0,19.0,5.0,44.0,12.0,10.0
2021-11-07,20:45,Serie A,Matchweek 12,Sun,Home,D,1,1,Inter,1.0,2.6,50.0,56608.0,Simon Kjær,4-2-3-1,3-5-2,Daniele Doveri,Match Report,,milan,2021-2022,16.0,4.0,18.9,2.0,0.0,1.9,352.0,430.0,6192.0,2083.0,0,0.5,0.6,3.0,36.0,10.0,33.0,2.0,15.0,4.0,26.0,0.0,10.0,5.0,3.0,7.0,0.0,16.0,7.0,21.0,0.0,545.0,57.0,156.0,264.0,133.0,21.0,21.0,14.0,13.0,7.0,1,0,16.0,11.0,0.0,54.0,13.0,26.0
2021-11-20,20:45,Serie A,Matchweek 13,Sat,Away,L,3,4,Fiorentina,2.0,1.2,55.0,32567.0,Franck Kessié,4-2-3-1,4-3-3,Marco Guida,Match Report,,milan,2021-2022,17.0,7.0,15.6,5.0,1.0,2.1,461.0,551.0,7930.0,2872.0,1,1.8,1.4,2.0,48.0,14.0,28.0,2.0,24.0,6.0,26.0,3.0,21.0,12.0,10.0,7.0,4.0,5.0,11.0,10.0,2.0,642.0,74.0,216.0,271.0,165.0,33.0,28.0,20.0,8.0,7.0,1,0,10.0,6.0,7.0,60.0,9.0,7.0
2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,1,3,Sassuolo,0.8,1.0,50.0,52824.0,Alessio Romagnoli,4-2-3-1,4-3-3,Gianluca Manganiello,Match Report,,milan,2021-2022,15.0,2.0,17.3,5.0,3.0,1.4,358.0,457.0,6124.0,2304.0,1,0.7,1.5,2.0,40.0,12.0,39.0,4.0,24.0,7.0,28.0,2.0,13.0,9.0,5.0,6.0,2.0,14.0,10.0,22.0,1.0,573.0,54.0,143.0,251.0,183.0,40.0,23.0,13.0,7.0,11.0,4,1,15.0,7.0,7.0,53.0,13.0,9.0
2021-12-01,20:45,Serie A,Matchweek 15,Wed,Away,W,3,0,Genoa,1.2,0.5,58.0,14000.0,Franck Kessié,4-2-3-1,3-5-2,Juan Sacchi,Match Report,,milan,2021-2022,18.0,5.0,19.1,3.0,3.0,0.8,511.0,596.0,9022.0,2791.0,1,0.9,0.8,0.0,34.0,11.0,26.0,3.0,13.0,6.0,31.0,4.0,25.0,12.0,6.0,17.0,2.0,6.0,9.0,14.0,0.0,702.0,59.0,211.0,322.0,176.0,19.0,14.0,12.0,9.0,8.0,1,0,16.0,10.0,3.0,50.0,11.0,9.0
2021-12-04,15:00,Serie A,Matchweek 16,Sat,Home,W,2,0,Salernitana,2.1,0.2,70.0,43609.0,Alessio Romagnoli,4-2-3-1,4-4-1-1,Antonio Giua,Match Report,,milan,2021-2022,22.0,8.0,17.4,2.0,2.0,0.2,658.0,743.0,11489.0,3189.0,2,1.9,1.2,1.0,51.0,18.0,39.0,6.0,19.0,9.0,39.0,4.0,20.0,12.0,5.0,12.0,3.0,7.0,5.0,12.0,0.0,851.0,45.0,214.0,473.0,173.0,33.0,22.0,16.0,15.0,5.0,1,0,11.0,8.0,1.0,59.0,14.0,14.0
2021-12-11,20:45,Serie A,Matchweek 17,Sat,Away,D,1,1,Udinese,0.9,2.4,66.0,16385.0,Alessio Romagnoli,4-2-3-1,3-5-2,Francesco Fourneau,Match Report,,milan,2021-2022,12.0,1.0,15.1,6.0,5.0,2.3,565.0,678.0,10847.0,3541.0,0,0.7,1.4,8.0,71.0,10.0,62.0,8.0,24.0,5.0,22.0,2.0,23.0,14.0,13.0,10.0,0.0,4.0,8.0,10.0,2.0,792.0,52.0,150.0,472.0,177.0,36.0,25.0,9.0,23.0,7.0,2,0,10.0,17.0,4.0,56.0,13.0,15.0
2021-12-19,20:45,Serie A,Matchweek 18,Sun,Home,L,0,1,Napoli,0.4,0.8,49.0,54647.0,Alessio Romagnoli,4-2-3-1,4-2-3-1,Davide Massa,Match Report,,milan,2021-2022,12.0,2.0,20.2,2.0,1.0,0.1,398.0,525.0,7258.0,2713.0,0,0.3,0.9,3.0,47.0,9.0,35.0,6.0,22.0,5.0,18.0,0.0,16.0,11.0,9.0,7.0,0.0,15.0,18.0,9.0,0.0,633.0,43.0,154.0,304.0,183.0,18.0,21.0,19.0,15.0,6.0,0,0,14.0,17.0,5.0,67.0,24.0,19.0
2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,4,2,Empoli,1.2,1.6,45.0,10596.0,Alessio Romagnoli,4-2-3-1,4-3-1-2,Marco Di Bello,Match Report,,milan,2021-2022,18.0,8.0,18.1,5.0,3.0,1.6,330.0,426.0,5419.0,2176.0,2,0.4,0.6,1.0,37.0,10.0,27.0,3.0,19.0,3.0,30.0,7.0,18.0,8.0,10.0,6.0,2.0,9.0,8.0,24.0,1.0,549.0,79.0,180.0,209.0,169.0,20.0,17.0,20.0,17.0,11.0,2,0,10.0,18.0,0.0,55.0,21.0,14.0
2022-01-06,18:30,Serie A,Matchweek 20,Thu,Home,W,3,1,Roma,2.9,0.6,54.0,35870.0,Theo Hernández,4-2-3-1,3-1-4-2,Daniele Chiffi,Match Report,,milan,2021-2022,17.0,3.0,23.1,5.0,4.0,0.8,343.0,439.0,6334.0,1925.0,0,0.7,0.3,1.0,26.0,6.0,23.0,4.0,12.0,3.0,30.0,2.0,12.0,8.0,6.0,3.0,3.0,6.0,21.0,16.0,0.0,554.0,62.0,193.0,245.0,122.0,21.0,21.0,13.0,15.0,9.0,2,0,6.0,17.0,1.0,56.0,8.0,12.0
