Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist,SoTA,Saves,PSxG,Cmp,Att,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,PrgC,Carries_Att_3rd,Mis,Dis,CrdY,CrdR,Fls,Fld,Off,Recov,Aerials_Won,Aerials_Lost
2021-05-30,11:00,Série A,Matchweek 1,Sun,Home,L,1,2,Fortaleza,1.7,0.9,54,,Júnior Alonso,4-2-3-1,3-5-2,Caio Max Augusto Vieira,Match Report,,atletico_mineiro,2021,12,3,25.0,5,3,1.5,349.0,430.0,6828.0,2564.0,0,0.6,0.5,1.0,33.0,7.0,33.0,2.0,8,5.0,25.0,2.0,9.0,5,4.0,3.0,2.0,14.0,6,2.0,0.0,502.0,52.0,184.0,203.0,117.0,14.0,18.0,7.0,10.0,6.0,2,0,16,19,2,30.0,7.0,11.0
2021-06-06,20:30,Série A,Matchweek 2,Sun,Away,W,1,0,Sport Recife,0.8,0.5,52,,Réver,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,atletico_mineiro,2021,10,1,19.2,1,1,0.1,436.0,508.0,7917.0,2967.0,1,0.7,0.8,1.0,34.0,8.0,36.0,5.0,18,7.0,18.0,2.0,16.0,10,5.0,9.0,2.0,6.0,8,17.0,0.0,594.0,63.0,153.0,309.0,137.0,16.0,13.0,10.0,10.0,14.0,2,0,15,17,0,43.0,5.0,6.0
2021-06-13,16:00,Série A,Matchweek 3,Sun,Home,W,1,0,São Paulo,1.3,0.2,42,,Réver,4-2-3-1,3-5-2,Anderson Daronco,Match Report,,atletico_mineiro,2021,9,2,20.7,0,0,0.0,336.0,408.0,6488.0,2536.0,1,1.0,0.9,1.0,28.0,7.0,22.0,4.0,12,4.0,16.0,2.0,15.0,9,5.0,6.0,4.0,9.0,6,14.0,0.0,499.0,82.0,206.0,184.0,117.0,19.0,12.0,9.0,24.0,4.0,0,0,14,19,2,44.0,8.0,3.0
2021-06-16,19:00,Série A,Matchweek 4,Wed,Away,W,1,0,Internacional,1.0,1.1,42,,Réver,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,atletico_mineiro,2021,6,2,19.9,1,1,0.6,365.0,461.0,7200.0,2583.0,1,0.7,0.2,1.0,33.0,5.0,31.0,3.0,8,1.0,12.0,2.0,26.0,17,13.0,10.0,3.0,14.0,18,40.0,0.0,591.0,96.0,257.0,248.0,89.0,9.0,14.0,5.0,12.0,10.0,1,0,13,12,0,56.0,12.0,15.0
2021-06-21,20:00,Série A,Matchweek 5,Mon,Home,D,1,1,Chapecoense,1.1,1.6,67,,Réver,4-3-3,4-4-2,Rodolpho Toski Marques,Match Report,,atletico_mineiro,2021,14,2,18.3,1,0,1.0,548.0,638.0,9451.0,3221.0,1,1.0,1.1,1.0,58.0,12.0,52.0,10.0,22,9.0,25.0,2.0,15.0,6,5.0,5.0,5.0,10.0,17,16.0,0.0,743.0,71.0,201.0,346.0,201.0,16.0,19.0,13.0,12.0,8.0,1,0,9,10,0,42.0,14.0,6.0
2021-06-24,19:00,Série A,Matchweek 6,Thu,Away,L,1,2,Ceará,1.1,1.4,66,,Keno,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,atletico_mineiro,2021,16,6,20.2,8,6,1.6,479.0,581.0,8304.0,3039.0,1,1.1,0.8,2.0,54.0,15.0,34.0,1.0,15,7.0,28.0,2.0,11.0,7,4.0,6.0,1.0,4.0,15,10.0,2.0,675.0,70.0,225.0,338.0,116.0,17.0,18.0,18.0,15.0,7.0,4,0,16,15,5,47.0,10.0,19.0
2021-06-27,20:30,Série A,Matchweek 7,Sun,Away,L,0,2,Santos,0.7,1.3,51,,Réver,4-1-4-1,4-3-3,Bruno Arleu de Araujo,Match Report,,atletico_mineiro,2021,11,3,25.4,6,4,1.7,351.0,458.0,6347.0,2482.0,0,0.4,0.3,1.0,31.0,7.0,27.0,1.0,14,6.0,16.0,0.0,12.0,7,4.0,6.0,2.0,5.0,9,20.0,0.0,559.0,68.0,219.0,247.0,99.0,18.0,16.0,10.0,11.0,11.0,4,1,16,20,4,43.0,12.0,13.0
2021-07-01,19:00,Série A,Matchweek 8,Thu,Home,W,4,1,Atl Goianiense,2.2,0.8,47,,Réver,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,atletico_mineiro,2021,19,9,22.3,3,2,1.5,423.0,524.0,6987.0,2726.0,4,2.1,1.0,1.0,41.0,15.0,35.0,6.0,19,4.0,34.0,8.0,14.0,8,6.0,7.0,1.0,11.0,18,12.0,0.0,637.0,60.0,173.0,272.0,199.0,21.0,23.0,22.0,16.0,10.0,0,0,13,10,1,63.0,8.0,7.0
2021-07-04,17:15,Série A,Matchweek 9,Sun,Away,W,1,0,Cuiabá,1.0,0.7,41,,Réver,4-2-3-1,4-4-2,Savio Pereira,Match Report,,atletico_mineiro,2021,4,1,19.7,4,4,0.6,329.0,413.0,5995.0,2252.0,1,0.9,1.0,0.0,28.0,2.0,22.0,2.0,7,1.0,6.0,2.0,14.0,10,10.0,3.0,1.0,10.0,11,16.0,0.0,520.0,68.0,218.0,236.0,75.0,8.0,9.0,9.0,21.0,2.0,2,0,15,14,2,54.0,14.0,14.0
2021-07-07,19:00,Série A,Matchweek 10,Wed,Home,W,2,1,Flamengo,1.8,1.2,50,,Réver,3-1-4-2,4-1-2-1-2,Paulo Roberto Alves Júnior,Match Report,,atletico_mineiro,2021,12,6,17.4,6,5,1.6,452.0,527.0,8029.0,2972.0,1,1.3,1.8,1.0,39.0,9.0,35.0,5.0,6,3.0,21.0,4.0,13.0,4,7.0,4.0,2.0,9.0,6,16.0,0.0,622.0,82.0,238.0,243.0,147.0,19.0,13.0,11.0,20.0,7.0,1,0,19,8,2,51.0,5.0,14.0
2021-07-10,19:00,Série A,Matchweek 11,Sat,Away,W,1,0,América (MG),2.4,0.5,49,,Júnior Alonso,4-3-3,3-4-1-2,Anderson Daronco,Match Report,,atletico_mineiro,2021,13,5,19.4,2,2,0.1,324.0,439.0,5794.0,2269.0,1,1.0,1.3,0.0,25.0,8.0,23.0,0.0,18,10.0,20.0,2.0,26.0,13,14.0,9.0,3.0,13.0,15,37.0,0.0,573.0,89.0,241.0,219.0,118.0,22.0,14.0,8.0,13.0,14.0,1,0,17,15,0,53.0,27.0,20.0
2021-07-17,19:00,Série A,Matchweek 12,Sat,Away,W,2,1,Corinthians,0.7,1.6,62,,Júnior Alonso,4-2-3-1,4-3-3,Jean Pierre Goncalves Lima,Match Report,,atletico_mineiro,2021,13,8,21.7,2,1,1.4,548.0,643.0,9231.0,3028.0,1,0.5,0.5,3.0,42.0,10.0,28.0,4.0,21,5.0,23.0,4.0,10.0,9,3.0,6.0,1.0,8.0,7,9.0,0.0,735.0,52.0,184.0,412.0,147.0,12.0,17.0,16.0,15.0,15.0,2,0,22,7,2,46.0,15.0,16.0
2021-07-25,11:00,Série A,Matchweek 13,Sun,Home,W,3,0,Bahia,2.2,0.9,60,,Júnior Alonso,4-2-3-1,4-3-3,Antonio Dib Moraes de Sousa,Match Report,,atletico_mineiro,2021,11,4,17.8,5,5,1.2,465.0,561.0,7915.0,2393.0,1,0.6,1.0,3.0,48.0,7.0,51.0,7.0,27,8.0,23.0,5.0,15.0,9,4.0,10.0,1.0,8.0,4,25.0,0.0,656.0,54.0,150.0,304.0,204.0,20.0,14.0,21.0,14.0,6.0,2,0,17,13,3,43.0,12.0,11.0
