Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Éverson,br BRA,GK,30.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_mineiro,2021
Hulk,br BRA,FW,34.0,35,33,2921.0,32.5,19.0,7.0,26.0,13.0,6.0,6.0,3.0,0.0,14.7,9.9,7.2,17.2,95.0,99.0,265.0,0.59,0.22,0.8,0.4,0.62,0.45,0.22,0.67,0.31,0.53,Matches,atletico_mineiro,2021
Allan,br BRA,MF,23.0,32,31,2683.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.1,1.1,0.4,1.5,31.0,201.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,atletico_mineiro,2021
Federico Zaracho,ar ARG,"MF,FW",22.0,32,29,2412.0,26.8,7.0,2.0,9.0,7.0,0.0,0.0,4.0,0.0,5.2,5.2,1.8,7.0,17.0,96.0,119.0,0.26,0.07,0.34,0.26,0.34,0.2,0.07,0.26,0.2,0.26,Matches,atletico_mineiro,2021
Nathan Silva,br BRA,DF,23.0,28,28,2519.0,28.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.7,1.7,0.1,1.8,7.0,80.0,11.0,0.11,0.04,0.14,0.11,0.14,0.06,0.01,0.07,0.06,0.07,Matches,atletico_mineiro,2021
Guilherme Arana,br BRA,DF,23.0,26,26,2284.0,25.4,1.0,5.0,6.0,1.0,0.0,0.0,7.0,0.0,1.8,1.8,3.6,5.4,66.0,168.0,164.0,0.04,0.2,0.24,0.04,0.24,0.07,0.14,0.21,0.07,0.21,Matches,atletico_mineiro,2021
Júnior Alonso,py PAR,DF,27.0,22,22,1980.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,0.8,2.5,8.0,102.0,22.0,0.05,0.0,0.05,0.05,0.05,0.08,0.04,0.12,0.08,0.12,Matches,atletico_mineiro,2021
Tchê Tchê,br BRA,MF,28.0,33,22,1964.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.7,1.7,46.0,101.0,36.0,0.05,0.05,0.09,0.05,0.09,0.04,0.03,0.08,0.04,0.08,Matches,atletico_mineiro,2021
Ignacio Fernández,ar ARG,MF,31.0,26,20,1806.0,20.1,5.0,5.0,10.0,4.0,1.0,2.0,4.0,0.0,4.9,3.2,4.9,8.2,46.0,167.0,163.0,0.25,0.25,0.5,0.2,0.45,0.25,0.25,0.49,0.16,0.41,Matches,atletico_mineiro,2021
Guga,br BRA,DF,22.0,25,20,1757.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.9,1.1,36.0,89.0,76.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,atletico_mineiro,2021
