Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Lukáš Hrádecký,fi FIN,GK,33.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayer_leverkusen,2023-2024
Granit Xhaka,ch SUI,MF,30.0,33,32,2821.0,31.3,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,2.7,4.5,60.0,392.0,53.0,0.1,0.0,0.1,0.1,0.1,0.06,0.09,0.15,0.06,0.15,Matches,bayer_leverkusen,2023-2024
Álex Grimaldo,es ESP,DF,27.0,33,31,2784.0,30.9,10.0,13.0,23.0,10.0,0.0,0.0,1.0,0.0,5.7,5.7,9.1,14.8,77.0,162.0,261.0,0.32,0.42,0.74,0.32,0.74,0.18,0.3,0.48,0.18,0.48,Matches,bayer_leverkusen,2023-2024
Jonathan Tah,de GER,DF,27.0,31,30,2631.0,29.2,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,2.1,2.1,0.3,2.3,17.0,133.0,4.0,0.14,0.03,0.17,0.14,0.17,0.07,0.01,0.08,0.07,0.08,Matches,bayer_leverkusen,2023-2024
Jeremie Frimpong,nl NED,DF,22.0,31,27,2251.0,25.0,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,8.2,8.2,5.9,14.0,153.0,49.0,348.0,0.36,0.28,0.64,0.36,0.64,0.33,0.23,0.56,0.33,0.56,Matches,bayer_leverkusen,2023-2024
Florian Wirtz,de GER,MF,20.0,32,26,2372.0,26.4,11.0,11.0,22.0,10.0,1.0,1.0,3.0,0.0,8.9,8.2,7.5,15.7,138.0,224.0,306.0,0.42,0.42,0.83,0.38,0.8,0.34,0.29,0.62,0.31,0.6,Matches,bayer_leverkusen,2023-2024
Jonas Hofmann,de GER,MF,31.0,32,26,2204.0,24.5,5.0,7.0,12.0,5.0,0.0,0.0,3.0,0.0,5.9,5.9,8.1,14.1,63.0,119.0,221.0,0.2,0.29,0.49,0.2,0.49,0.24,0.33,0.57,0.24,0.57,Matches,bayer_leverkusen,2023-2024
Edmond Tapsoba,bf BFA,DF,24.0,28,23,2087.0,23.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,49.0,164.0,12.0,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.08,0.04,0.08,Matches,bayer_leverkusen,2023-2024
Exequiel Palacios,ar ARG,MF,24.0,24,21,1831.0,20.3,4.0,4.0,8.0,2.0,2.0,2.0,6.0,0.0,3.3,1.8,3.8,5.5,24.0,162.0,45.0,0.2,0.2,0.39,0.1,0.29,0.16,0.19,0.35,0.09,0.27,Matches,bayer_leverkusen,2023-2024
Odilon Kossounou,ci CIV,DF,22.0,22,21,1811.0,20.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.7,1.3,48.0,141.0,23.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,Matches,bayer_leverkusen,2023-2024
Robert Andrich,de GER,"MF,DF",28.0,28,18,1690.0,18.8,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,1.7,1.7,1.8,3.5,20.0,97.0,14.0,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19,Matches,bayer_leverkusen,2023-2024
