Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Robert Lewandowski,pl POL,FW,32.0,34,34,2946.0,32.7,35.0,3.0,38.0,30.0,5.0,5.0,2.0,0.0,33.2,29.3,4.4,33.7,46.0,81.0,268.0,1.07,0.09,1.16,0.92,1.01,1.01,0.13,1.15,0.9,1.03,Matches,bayern_munich,2021-2022
Thomas Müller,de GER,MF,31.0,32,32,2558.0,28.4,8.0,18.0,26.0,8.0,0.0,0.0,0.0,0.0,10.5,10.5,12.7,23.2,46.0,155.0,301.0,0.28,0.63,0.91,0.28,0.91,0.37,0.45,0.81,0.37,0.81,Matches,bayern_munich,2021-2022
Manuel Neuer,de GER,GK,35.0,28,28,2510.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2021-2022
Joshua Kimmich,de GER,MF,26.0,28,28,2474.0,27.5,3.0,9.0,12.0,3.0,0.0,0.0,4.0,0.0,2.3,2.3,8.7,11.0,43.0,292.0,53.0,0.11,0.33,0.44,0.11,0.44,0.08,0.32,0.4,0.08,0.4,Matches,bayern_munich,2021-2022
Dayot Upamecano,fr FRA,DF,22.0,28,25,2211.0,24.6,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,2.0,2.5,32.0,183.0,9.0,0.04,0.24,0.28,0.04,0.28,0.02,0.08,0.1,0.02,0.1,Matches,bayern_munich,2021-2022
Serge Gnabry,de GER,"FW,DF",26.0,34,25,2185.0,24.3,14.0,5.0,19.0,14.0,0.0,0.0,0.0,0.0,8.5,8.5,8.4,16.9,100.0,127.0,313.0,0.58,0.21,0.78,0.58,0.78,0.35,0.35,0.7,0.35,0.7,Matches,bayern_munich,2021-2022
Lucas Hernández,fr FRA,DF,25.0,25,25,2030.0,22.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.9,47.0,193.0,32.0,0.0,0.04,0.04,0.0,0.04,0.02,0.02,0.04,0.02,0.04,Matches,bayern_munich,2021-2022
Benjamin Pavard,fr FRA,DF,25.0,25,24,2076.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.7,0.7,1.6,2.3,50.0,193.0,91.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,Matches,bayern_munich,2021-2022
Leroy Sané,de GER,"FW,MF",25.0,32,22,1976.0,22.0,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,11.4,11.4,6.2,17.6,80.0,117.0,203.0,0.32,0.32,0.64,0.32,0.64,0.52,0.28,0.8,0.52,0.8,Matches,bayern_munich,2021-2022
Alphonso Davies,ca CAN,DF,20.0,22,20,1740.0,19.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,4.1,5.4,113.0,98.0,201.0,0.0,0.16,0.16,0.0,0.16,0.07,0.21,0.28,0.07,0.28,Matches,bayern_munich,2021-2022
Niklas Süle,de GER,DF,25.0,28,19,1837.0,20.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,2.5,31.0,140.0,20.0,0.05,0.1,0.15,0.05,0.15,0.07,0.06,0.12,0.07,0.12,Matches,bayern_munich,2021-2022
Leon Goretzka,de GER,MF,26.0,19,19,1396.0,15.5,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,4.1,4.1,2.3,6.4,25.0,98.0,71.0,0.19,0.19,0.39,0.19,0.39,0.26,0.15,0.41,0.26,0.41,Matches,bayern_munich,2021-2022
Kingsley Coman,fr FRA,"FW,DF",25.0,21,16,1359.0,15.1,6.0,2.0,8.0,6.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,7.0,83.0,55.0,233.0,0.4,0.13,0.53,0.4,0.53,0.26,0.2,0.46,0.26,0.46,Matches,bayern_munich,2021-2022
Jamal Musiala,de GER,"MF,FW",18.0,30,12,1465.0,16.3,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,4.1,4.1,4.9,9.0,55.0,95.0,137.0,0.31,0.31,0.61,0.31,0.61,0.25,0.3,0.55,0.25,0.55,Matches,bayern_munich,2021-2022
Marcel Sabitzer,at AUT,"MF,DF",27.0,25,8,905.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,1.7,3.8,20.0,66.0,54.0,0.1,0.1,0.2,0.1,0.2,0.21,0.17,0.38,0.21,0.38,Matches,bayern_munich,2021-2022
Corentin Tolisso,fr FRA,MF,26.0,15,8,703.0,7.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.1,2.1,1.9,4.0,10.0,97.0,26.0,0.26,0.13,0.38,0.26,0.38,0.27,0.25,0.51,0.27,0.51,Matches,bayern_munich,2021-2022
Josip Stanišić,hr CRO,DF,21.0,13,6,644.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,18.0,44.0,33.0,0.14,0.0,0.14,0.14,0.14,0.06,0.02,0.08,0.06,0.08,Matches,bayern_munich,2021-2022
Tanguy Nianzou,fr FRA,DF,19.0,17,6,582.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,1.5,1.9,6.0,41.0,3.0,0.15,0.15,0.31,0.15,0.31,0.06,0.23,0.29,0.06,0.29,Matches,bayern_munich,2021-2022
Sven Ulreich,de GER,GK,32.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,bayern_munich,2021-2022
