Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches_90,team_name,season
Raphinha,br BRA,"FW,MF",28-096,27,26,2218.0,24.6,13.0,8.0,21.0,12.0,1.0,1.0,3.0,0.0,14.4,13.6,10.6,24.2,74.0,114.0,262.0,0.53,0.32,0.85,0.49,0.81,0.58,0.43,1.01,0.55,0.98,Matches,barcelona,2024-2025
Robert Lewandowski,pl POL,FW,36-211,26,25,2096.0,23.3,22.0,2.0,24.0,19.0,3.0,4.0,1.0,0.0,22.4,19.3,2.3,21.6,21.0,43.0,128.0,0.94,0.09,1.03,0.82,0.9,0.96,0.1,1.06,0.83,0.93,Matches,barcelona,2024-2025
Jules Koundé,fr FRA,DF,26-128,27,24,2155.0,23.9,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,3.6,5.3,36.0,132.0,159.0,0.08,0.13,0.21,0.08,0.21,0.07,0.15,0.22,0.07,0.22,Matches,barcelona,2024-2025
Pau Cubarsí,es ESP,DF,18-057,27,24,2145.0,23.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.6,2.3,23.0,167.0,5.0,0.0,0.13,0.13,0.0,0.13,0.03,0.07,0.1,0.03,0.1,Matches,barcelona,2024-2025
Pedri,es ESP,MF,22-115,26,24,2016.0,22.4,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,5.2,7.2,62.0,227.0,91.0,0.18,0.18,0.36,0.18,0.36,0.09,0.23,0.32,0.09,0.32,Matches,barcelona,2024-2025
Lamine Yamal,es ESP,FW,17-250,24,22,1966.0,21.8,6.0,11.0,17.0,6.0,0.0,0.0,3.0,0.0,6.4,6.4,9.7,16.1,121.0,105.0,294.0,0.27,0.5,0.78,0.27,0.78,0.29,0.44,0.74,0.29,0.74,Matches,barcelona,2024-2025
Alejandro Balde,es ESP,DF,21-153,24,22,1874.0,20.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.6,3.0,90.0,78.0,207.0,0.0,0.14,0.14,0.0,0.14,0.02,0.12,0.14,0.02,0.14,Matches,barcelona,2024-2025
Iñigo Martínez,es ESP,DF,33-307,21,21,1870.0,20.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,2.3,2.6,57.0,192.0,8.0,0.0,0.14,0.14,0.0,0.14,0.02,0.11,0.13,0.02,0.13,Matches,barcelona,2024-2025
Marc Casado,es ESP,MF,21-187,23,20,1611.0,17.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,1.4,2.4,12.0,107.0,24.0,0.06,0.17,0.22,0.06,0.22,0.06,0.08,0.13,0.06,0.13,Matches,barcelona,2024-2025
Iñaki Peña,es ESP,GK,26-018,15,14,1306.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2024-2025
Dani Olmo,es ESP,"MF,FW",26-317,17,9,878.0,9.8,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,3.3,3.3,2.6,5.9,26.0,62.0,66.0,0.62,0.21,0.82,0.62,0.82,0.34,0.26,0.6,0.34,0.6,Matches,barcelona,2024-2025
Ferrán Torres,es ESP,"FW,MF",25-019,20,7,713.0,7.9,7.0,2.0,9.0,7.0,0.0,0.0,1.0,1.0,4.4,4.4,1.4,5.8,16.0,22.0,66.0,0.88,0.25,1.14,0.88,1.14,0.55,0.18,0.73,0.55,0.73,Matches,barcelona,2024-2025
Wojciech Szczęsny,pl POL,GK,34-336,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,barcelona,2024-2025
